1000000,137
2000000,100
3000000,134
4000000,143
5000000,138
6000000,152
7000000,157
8000000,220
9000000,285
10000000,211
11000000,172
12000000,162
13000000,122
14000000,134
15000000,146
16000000,145
17000000,148
18000000,152
19000000,157
20000000,168
